ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
967,18-24,M,Masters degree,UK,White,27,47,44,45,45,4,9,CL5,CL2,CL3,CL4,CL6,CL6,CL4,CL4,CL0,CL5,CL0,CL3,CL3,CL2,CL0,CL2,CL6,CL0,CL3
968,18-24,F,"Some college or university, no certificate or degree",USA,White,30,42,48,50,44,2,4,CL4,CL3,CL1,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL3,CL4,CL0,CL1
969,18-24,F,"Some college or university, no certificate or degree",USA,White,33,41,57,52,39,7,9,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL5,CL5,CL0,CL3
970,18-24,M,"Some college or university, no certificate or degree",USA,Black,22,48,53,28,48,3,8,CL6,CL0,CL0,CL0,CL3,CL5,CL3,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL0
971,55-64,M,Doctorate degree,Other,Other,20,48,48,50,47,5,6,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL3,CL3,CL4,CL0,CL1
972,35-44,F,University degree,Canada,White,38,40,43,39,38,6,8,CL5,CL1,CL0,CL0,CL4,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL5,CL5,CL0,CL4,CL5,CL0,CL0
973,25-34,M,"Some college or university, no certificate or degree",Canada,White,40,27,48,36,48,3,7,CL6,CL4,CL0,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL6,CL0,CL0
974,18-24,M,"Some college or university, no certificate or degree",USA,White,50,30,36,44,38,2,7,CL6,CL0,CL0,CL2,CL6,CL4,CL4,CL4,CL0,CL4,CL0,CL3,CL0,CL3,CL3,CL3,CL6,CL0,CL0
975,18-24,M,"Some college or university, no certificate or degree",USA,White,20,53,54,52,46,2,10,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
976,18-24,M,"Some college or university, no certificate or degree",USA,White,48,40,53,35,36,5,10,CL5,CL0,CL0,CL0,CL2,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL5,CL0,CL0
977,65+,M,Masters degree,USA,White,18,40,48,48,47,5,4,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL0
978,18-24,M,"Some college or university, no certificate or degree",USA,White,30,47,50,47,42,3,4,CL0,CL2,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL4,CL5,CL0,CL0,CL0
979,35-44,F,Masters degree,UK,White,30,49,35,53,39,7,9,CL5,CL4,CL2,CL2,CL6,CL3,CL6,CL5,CL0,CL5,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
980,45-54,F,"Some college or university, no certificate or degree",USA,White,48,31,41,42,47,2,5,CL6,CL1,CL1,CL4,CL6,CL6,CL6,CL3,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
981,25-34,F,Doctorate degree,USA,Asian,42,41,50,39,40,2,3,CL4,CL1,CL2,CL2,CL5,CL6,CL6,CL2,CL1,CL3,CL0,CL1,CL2,CL1,CL1,CL2,CL3,CL0,CL1
982,18-24,M,"Some college or university, no certificate or degree",Other,White,40,39,45,38,45,3,6,CL4,CL0,CL0,CL4,CL4,CL6,CL5,CL5,CL3,CL3,CL0,CL0,CL0,CL3,CL5,CL3,CL6,CL0,CL3
983,18-24,M,"Some college or university, no certificate or degree",UK,White,46,47,36,37,33,6,9,CL6,CL6,CL3,CL4,CL6,CL5,CL6,CL6,CL0,CL4,CL0,CL0,CL6,CL0,CL6,CL0,CL6,CL0,CL2
984,25-34,F,University degree,USA,White,42,39,57,23,49,5,9,CL5,CL1,CL0,CL6,CL6,CL5,CL6,CL3,CL3,CL0,CL3,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL4
985,18-24,M,"Some college or university, no certificate or degree",USA,White,34,39,54,49,41,6,10,CL6,CL3,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL4,CL5,CL3,CL6,CL0,CL2
986,18-24,M,"Some college or university, no certificate or degree",Other,White,34,42,54,40,34,5,9,CL5,CL3,CL3,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL4,CL6,CL0,CL0
987,18-24,M,Professional certificate/ diploma,USA,White,43,34,39,40,44,6,6,CL5,CL6,CL0,CL6,CL6,CL6,CL3,CL3,CL0,CL3,CL6,CL0,CL2,CL4,CL6,CL3,CL0,CL0,CL0
988,25-34,M,"Some college or university, no certificate or degree",USA,White,52,44,47,30,24,7,9,CL4,CL0,CL0,CL4,CL6,CL6,CL4,CL2,CL2,CL3,CL0,CL0,CL3,CL2,CL4,CL3,CL5,CL0,CL0
989,18-24,M,"Some college or university, no certificate or degree",USA,White,46,28,47,43,34,2,6,CL4,CL3,CL0,CL6,CL5,CL6,CL6,CL5,CL0,CL6,CL0,CL0,CL3,CL0,CL4,CL0,CL6,CL0,CL0
990,25-34,M,University degree,USA,White,28,40,45,36,40,7,9,CL5,CL6,CL0,CL4,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL1,CL3,CL1,CL5,CL1,CL6,CL0,CL2
991,18-24,M,"Some college or university, no certificate or degree",USA,White,52,36,56,44,39,6,9,CL6,CL4,CL2,CL6,CL6,CL6,CL5,CL4,CL3,CL2,CL6,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
992,18-24,M,"Some college or university, no certificate or degree",Australia,White,39,51,46,38,27,8,10,CL5,CL4,CL5,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL0,CL5,CL0,CL4,CL5,CL6,CL0,CL0
993,55-64,M,Professional certificate/ diploma,Other,White,28,42,48,44,42,3,5,CL3,CL1,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
994,25-34,M,University degree,UK,White,25,45,55,56,49,3,7,CL5,CL2,CL2,CL2,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL2,CL3,CL3,CL0,CL3,CL4,CL0,CL0
995,18-24,M,"Some college or university, no certificate or degree",USA,White,41,45,50,49,36,5,9,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL4,CL2,CL2,CL3,CL6,CL0,CL3
996,18-24,M,Masters degree,Other,White,28,38,42,37,41,5,8,CL5,CL0,CL0,CL4,CL4,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
997,18-24,M,Masters degree,UK,White,28,46,41,46,47,6,8,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5
998,25-34,M,Masters degree,UK,White,47,38,52,39,48,3,6,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
999,25-34,F,Doctorate degree,USA,White,26,45,42,42,48,3,4,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0
1000,18-24,M,"Some college or university, no certificate or degree",USA,White,29,43,43,44,51,2,2,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0
1001,18-24,M,Left school at 16 years,New Zealand,White,48,31,42,42,37,7,8,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0
1002,18-24,M,"Some college or university, no certificate or degree",USA,White,35,46,35,19,34,7,10,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0
1003,45-54,F,"Some college or university, no certificate or degree",Other,White,32,41,45,46,47,1,2,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
1004,18-24,M,"Some college or university, no certificate or degree",Other,White,55,26,42,28,44,1,4,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0
1005,18-24,M,Left school at 18 years,Canada,White,53,22,36,40,17,3,2,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3
1006,18-24,M,Left school at 18 years,USA,Mixed-White/Black,44,28,31,43,28,7,9,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4
1007,18-24,F,Left school at 18 years,USA,White,53,32,52,44,34,2,4,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3
1008,18-24,M,"Some college or university, no certificate or degree",USA,White,35,41,56,49,42,4,7,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0
1009,45-54,M,Masters degree,Other,White,42,30,40,40,32,3,5,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3
1010,18-24,F,Left school at 18 years,UK,White,48,46,47,41,40,5,7,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0
1011,45-54,M,University degree,USA,White,29,40,44,43,45,0,4,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1012,18-24,F,"Some college or university, no certificate or degree",USA,White,30,49,57,51,36,4,10,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1013,25-34,M,"Some college or university, no certificate or degree",USA,White,53,30,47,38,30,4,2,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4
1014,18-24,M,"Some college or university, no certificate or degree",USA,White,42,42,45,44,41,4,8,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1015,25-34,M,"Some college or university, no certificate or degree",USA,White,28,53,52,46,37,8,10,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0
1016,45-54,M,University degree,USA,White,25,44,59,48,50,1,6,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0
1017,18-24,M,Professional certificate/ diploma,Other,White,18,55,57,44,52,4,8,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0
1018,25-34,M,"Some college or university, no certificate or degree",USA,White,39,19,38,24,21,6,6,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0
1019,18-24,F,Left school at 18 years,UK,White,32,30,37,46,49,2,0,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1020,25-34,M,Left school at 18 years,Other,White,38,50,46,28,42,3,8,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1
1021,35-44,F,"Some college or university, no certificate or degree",USA,White,45,29,34,40,36,4,0,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1022,18-24,M,University degree,USA,White,37,32,53,22,47,3,4,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2
1023,18-24,F,"Some college or university, no certificate or degree",UK,White,55,18,36,40,22,2,3,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1024,18-24,M,Left school at 18 years,Australia,White,49,39,56,37,39,3,6,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0
1025,18-24,M,"Some college or university, no certificate or degree",USA,White,29,38,53,36,22,7,8,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0
1026,18-24,F,Left school at 18 years,USA,Other,39,31,47,47,37,6,6,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3
1027,18-24,F,University degree,USA,White,25,32,39,41,39,3,4,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1028,45-54,M,Doctorate degree,USA,White,37,42,47,37,42,4,7,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2
1029,35-44,F,University degree,USA,Asian,42,42,41,43,46,7,9,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1
1030,18-24,F,Masters degree,USA,White,32,45,48,47,50,3,10,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5
1031,18-24,F,University degree,UK,White,41,32,38,36,39,3,7,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2
1032,18-24,M,"Some college or university, no certificate or degree",Australia,White,29,42,48,50,42,4,8,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
1033,25-34,M,"Some college or university, no certificate or degree",UK,White,38,29,43,36,30,7,7,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
1034,18-24,M,"Some college or university, no certificate or degree",USA,White,38,35,45,39,40,4,7,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0
1035,18-24,F,"Some college or university, no certificate or degree",UK,White,48,36,47,39,33,5,10,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1
1036,18-24,M,Professional certificate/ diploma,UK,White,41,43,57,43,38,5,8,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1037,18-24,F,"Some college or university, no certificate or degree",USA,White,41,45,52,42,40,7,9,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2
1038,25-34,M,"Some college or university, no certificate or degree",USA,White,19,43,48,47,47,1,3,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1
1039,35-44,F,Masters degree,USA,White,48,28,44,58,36,3,0,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1040,18-24,F,"Some college or university, no certificate or degree",USA,White,38,34,50,56,49,5,9,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3
1041,18-24,M,"Some college or university, no certificate or degree",USA,White,43,39,48,38,45,2,6,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3
1042,35-44,F,Masters degree,UK,White,42,39,30,42,33,6,7,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1043,35-44,M,University degree,UK,White,38,23,29,30,30,8,8,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1044,25-34,M,"Some college or university, no certificate or degree",Other,White,46,36,45,49,38,6,5,CL5,CL3,CL2,CL2,CL6,CL5,CL5,CL3,CL4,CL2,CL0,CL5,CL3,CL5,CL0,CL3,CL6,CL0,CL0
1045,25-34,F,Masters degree,UK,White,45,37,34,48,37,1,4,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1046,18-24,M,"Some college or university, no certificate or degree",UK,White,43,48,55,49,34,7,9,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
1047,25-34,F,Masters degree,USA,White,49,48,57,18,31,7,9,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
1048,18-24,M,"Some college or university, no certificate or degree",USA,White,48,30,47,43,44,1,1,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
1049,18-24,M,Masters degree,UK,White,23,55,47,38,46,6,10,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1050,18-24,M,Professional certificate/ diploma,UK,White,25,44,44,45,38,3,4,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1051,18-24,F,"Some college or university, no certificate or degree",USA,White,46,43,55,53,37,6,8,CL5,CL3,CL0,CL3,CL6,CL5,CL4,CL3,CL0,CL5,CL0,CL3,CL2,CL3,CL0,CL3,CL5,CL0,CL3
1052,25-34,M,Doctorate degree,Other,White,22,39,50,22,44,4,9,CL5,CL2,CL2,CL3,CL6,CL5,CL3,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL1
1053,18-24,M,"Some college or university, no certificate or degree",USA,White,29,37,37,41,40,3,5,CL5,CL0,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL2
1054,18-24,M,Left school at 18 years,Canada,White,48,36,33,22,25,7,10,CL6,CL5,CL0,CL4,CL5,CL5,CL5,CL6,CL0,CL4,CL5,CL0,CL4,CL3,CL5,CL3,CL6,CL0,CL0
1055,18-24,F,"Some college or university, no certificate or degree",USA,White,40,36,47,41,39,3,5,CL5,CL0,CL0,CL2,CL4,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL3,CL0,CL0
1056,25-34,M,Left school at 16 years,UK,White,28,48,56,39,46,4,7,CL6,CL2,CL2,CL4,CL5,CL4,CL5,CL2,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL3,CL6,CL0,CL6
1057,25-34,F,"Some college or university, no certificate or degree",USA,White,38,39,50,47,51,1,2,CL4,CL2,CL2,CL3,CL5,CL5,CL4,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL1
1058,35-44,F,Left school at 18 years,USA,White,39,30,36,23,30,4,7,CL4,CL5,CL0,CL3,CL5,CL4,CL5,CL2,CL0,CL0,CL0,CL0,CL6,CL1,CL2,CL1,CL3,CL0,CL1
1059,18-24,M,University degree,USA,White,43,31,35,40,39,5,7,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0
1060,18-24,M,"Some college or university, no certificate or degree",USA,White,30,39,50,49,40,2,7,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL5,CL3,CL0,CL3,CL0,CL0
1061,45-54,F,Masters degree,Other,White,30,40,56,47,48,1,4,CL5,CL1,CL1,CL0,CL2,CL1,CL6,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1062,18-24,F,Left school at 18 years,USA,Other,33,44,34,44,47,7,6,CL2,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1063,18-24,F,University degree,USA,Mixed-Black/Asian,48,52,56,42,38,7,9,CL5,CL0,CL0,CL3,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
1064,25-34,M,"Some college or university, no certificate or degree",USA,White,21,39,52,28,45,3,6,CL5,CL2,CL0,CL2,CL4,CL6,CL5,CL2,CL2,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL2
1065,25-34,M,Masters degree,Other,Other,29,44,56,47,46,3,9,CL5,CL4,CL3,CL3,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL1
1066,18-24,M,"Some college or university, no certificate or degree",USA,White,13,43,54,50,32,6,8,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL5,CL0,CL0
1067,35-44,F,Left school at 17 years,Canada,White,48,35,48,45,52,1,1,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1068,35-44,M,University degree,Canada,White,30,35,27,41,40,0,2,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1069,18-24,M,Left school at 18 years,UK,White,21,46,44,43,34,6,6,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1070,25-34,F,Doctorate degree,UK,White,27,40,53,55,54,1,5,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1071,25-34,F,Masters degree,Other,Mixed-White/Black,35,29,41,42,50,3,2,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1072,18-24,M,Masters degree,UK,White,40,40,46,39,43,6,6,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0
1073,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,31,37,53,44,30,3,8,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
1074,18-24,F,Masters degree,UK,White,51,28,43,45,39,2,1,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1075,35-44,F,Doctorate degree,UK,White,29,42,44,41,51,1,1,CL5,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1076,35-44,M,Left school at 18 years,UK,White,39,35,41,40,41,4,8,CL6,CL0,CL1,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1077,18-24,M,Left school at 17 years,UK,White,27,36,50,51,40,2,5,CL3,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0
1078,35-44,F,Professional certificate/ diploma,Canada,White,40,40,37,44,41,1,2,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1079,25-34,F,University degree,USA,White,53,25,57,37,44,4,10,CL3,CL1,CL1,CL2,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
1080,45-54,M,Professional certificate/ diploma,UK,White,22,46,42,40,44,3,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1081,35-44,F,Professional certificate/ diploma,UK,White,41,29,34,44,32,1,2,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1082,25-34,F,Masters degree,UK,Other,39,51,43,45,46,5,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1083,18-24,F,Masters degree,UK,White,25,50,46,50,50,3,5,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1084,18-24,M,Masters degree,UK,White,33,43,42,45,38,3,5,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL0
1085,18-24,F,Masters degree,UK,White,42,47,38,40,31,2,3,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1086,18-24,F,University degree,UK,White,35,39,47,45,45,1,5,CL5,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL1
